,City,State,Total Generation Rank,Electric Generation Rank,Commercial Generation Rank,Capacity Growth Status,CAIDI w/ Major Events,CAIDI w/o Major Events,SAIFI Major Events,Utility Annual Energy Savings (MWh),Utility Peak Demand Savings (MW),Utility Annual Incentive Cost ($),Utility Commercial Avg Life (Yrs),Regional Electricity Demand,IXP_Count,Total MWh Rank,Purchased Rank,County,Gigabit_Fiber_Coverage,Business_Density,Suitability
2287,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown,Moderate Suitability
2288,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,High,High,Bexar County,Unknown,Unknown,Moderate Suitability
2289,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,High,High,Harris County,Unknown,Unknown,Moderate Suitability
2290,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown,Moderate Suitability
2291,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown,Moderate Suitability
2292,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown,Moderate Suitability
2293,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,High,High,Bexar County,Unknown,Unknown,Moderate Suitability
2294,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,High,High,Harris County,Unknown,Unknown,Moderate Suitability
2295,Austin,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,High,High,Travis County,Unknown,Unknown,Moderate Suitability
2296,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2297,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2298,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2299,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2300,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2301,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2302,Austin,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Travis County,Unknown,Unknown,Moderate Suitability
2303,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2304,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2305,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2306,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2307,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2308,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2309,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown,Moderate Suitability
2310,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown,Moderate Suitability
2311,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown,Moderate Suitability
2312,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2313,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2314,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2315,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2316,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2317,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2318,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2319,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2320,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2321,Amarillo,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Potter County,Unknown,Unknown,Moderate Suitability
2322,Amarillo,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Randall County,Unknown,Unknown,Moderate Suitability
2323,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown,Moderate Suitability
2324,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown,Moderate Suitability
2325,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown,Moderate Suitability
2326,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2327,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2328,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2329,El Paso,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,El Paso County,Moderate,High,Moderate Suitability
2330,El Paso,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Hudspeth County,Moderate,High,Moderate Suitability
2331,McAllen,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Unknown,Unknown,Unknown,Moderate Suitability
2332,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2333,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2334,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2335,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2336,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2337,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2338,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown,Moderate Suitability
2339,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown,Moderate Suitability
2340,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown,Moderate Suitability
2341,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Bexar County,Unknown,Unknown,Moderate Suitability
2342,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Harris County,Unknown,Unknown,Moderate Suitability
2343,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown,Moderate Suitability
2344,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown,Moderate Suitability
2345,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown,Moderate Suitability
2346,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Bexar County,Unknown,Unknown,Moderate Suitability
2347,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Harris County,Unknown,Unknown,Moderate Suitability
2348,Austin,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Travis County,Unknown,Unknown,Moderate Suitability
2349,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2350,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2351,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2352,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2353,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2354,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2355,Austin,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,High,High,Travis County,Unknown,Unknown,Moderate Suitability
2356,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2357,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2358,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2359,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2360,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2361,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2362,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown,Moderate Suitability
2363,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown,Moderate Suitability
2364,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown,Moderate Suitability
2365,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2366,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2367,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2368,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2369,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2370,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2371,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2372,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2373,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2374,Amarillo,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,High,High,Potter County,Unknown,Unknown,Moderate Suitability
2375,Amarillo,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,High,High,Randall County,Unknown,Unknown,Moderate Suitability
2376,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown,Moderate Suitability
2377,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown,Moderate Suitability
2378,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown,Moderate Suitability
2379,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2380,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2381,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2382,El Paso,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,High,High,El Paso County,Moderate,High,Moderate Suitability
2383,El Paso,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,High,High,Hudspeth County,Moderate,High,Moderate Suitability
2384,McAllen,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Unknown,Unknown,Unknown,Moderate Suitability
2385,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2386,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2387,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2388,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2389,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2390,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2391,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown,Moderate Suitability
2392,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown,Moderate Suitability
2393,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown,Moderate Suitability
2394,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,High,High,Bexar County,Unknown,Unknown,Moderate Suitability
2395,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,High,High,Harris County,Unknown,Unknown,Moderate Suitability
2396,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown,Moderate Suitability
2397,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown,Moderate Suitability
2398,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown,Moderate Suitability
2399,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,High,High,Bexar County,Unknown,Unknown,Moderate Suitability
2400,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,High,High,Harris County,Unknown,Unknown,Moderate Suitability
2401,Austin,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,High,High,Travis County,Unknown,Unknown,Moderate Suitability
2402,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2403,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2404,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2405,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2406,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2407,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2408,Austin,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,High,High,Travis County,Unknown,Unknown,Moderate Suitability
2409,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2410,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2411,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2412,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2413,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2414,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2415,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown,Moderate Suitability
2416,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown,Moderate Suitability
2417,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown,Moderate Suitability
2418,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2419,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2420,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2421,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2422,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2423,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2424,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2425,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2426,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2427,Amarillo,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,High,High,Potter County,Unknown,Unknown,Moderate Suitability
2428,Amarillo,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,High,High,Randall County,Unknown,Unknown,Moderate Suitability
2429,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown,Moderate Suitability
2430,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown,Moderate Suitability
2431,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown,Moderate Suitability
2432,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2433,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2434,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2435,El Paso,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,High,High,El Paso County,Moderate,High,Moderate Suitability
2436,El Paso,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,High,High,Hudspeth County,Moderate,High,Moderate Suitability
2437,McAllen,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Unknown,Unknown,Unknown,Moderate Suitability
2438,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2439,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2440,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2441,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2442,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2443,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2444,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown,Moderate Suitability
